OTU_ID,Taxonomy
OTU13010,
OTU13008,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Microascales ,f: Microascales_fam_Incertae_sedis ,g: Wardomyces ,s: Wardomyces_humicola"
OTU13006,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13009,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Microascales ,f: Microascaceae ,g: Gamsia ,s: Gamsia_simplex"
OTU13011,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: unidentified ,s: Glomeraceae_sp"
OTU13007,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13013,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: unidentified ,g: unidentified ,s: Archaeosporales_sp"
OTU13014,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13012,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: unidentified ,s: Clavicipitaceae_sp"
OTU13019,
OTU13015,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Hymenochaetales ,f: Schizoporaceae ,g: Alutaceodontia ,s: Alutaceodontia_alutacea"
OTU13016,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Metapochonia ,s: Metapochonia_suchlasporia"
OTU13020,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Sordariomycetes_sp"
OTU13021,"k: Fungi ,p: Glomeromycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Glomeromycota_sp"
OTU13017,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13022,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS11 ,f: unidentified ,g: unidentified ,s: GS11_sp"
OTU13023,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: unidentified ,g: unidentified ,s: Archaeosporales_sp"
OTU13024,"k: Fungi ,p: Glomeromycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Glomeromycotina"
OTU13018,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Hypocreaceae ,g: Trichoderma ,s: Trichoderma_spirale"
OTU13026,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: unidentified ,g: unidentified ,s: Archaeosporales_sp"
OTU13027,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: Melanommataceae ,g: Farlowiella ,s: Farlowiella_carmichaeliana"
OTU13028,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hygrophoraceae ,g: Hygrocybe ,s: Hygrocybe_sp"
OTU13025,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Metarhizium ,s: Metarhizium_carneum"
OTU13030,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inosperma ,s: Inosperma_sp"
OTU13032,"k: Fungi ,p: Mucoromycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Mucoromycota_sp"
OTU13029,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_curreyi"
OTU13033,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Polyporales ,f: unidentified ,g: unidentified ,s: Polyporales_sp"
OTU13031,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hymenogastraceae ,g: Hymenogaster ,s: Hymenogaster_sp"
OTU13034,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Exophiala ,s: Exophiala_sp"
OTU13036,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13039,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13035,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU13038,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Capronia ,s: Capronia_pulcherrima"
OTU13040,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Psathyrellaceae ,g: Coprinopsis ,s: Coprinopsis_udicola"
OTU13037,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU13041,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: unidentified ,g: unidentified ,s: Capnodiales_sp"
OTU13042,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: unidentified ,s: Geoglossaceae_sp"
OTU13045,
OTU13044,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13043,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_sp"
OTU13047,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: unidentified ,s: Glomeraceae_sp"
OTU13048,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: unidentified ,g: unidentified ,s: Archaeosporales_sp"
OTU13046,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Trichoglossum ,s: Trichoglossum_walteri"
OTU13049,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13051,"k: Fungi ,p: Glomeromycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Glomeromycota_sp"
OTU13052,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Glomus ,s: Glomus_sp"
OTU13053,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: unidentified ,s: Glomeraceae_sp"
OTU13050,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Capronia ,s: Capronia_sp"
OTU13055,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Flammulaster ,s: Flammulaster_sp"
OTU13059,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Microascales ,f: Halosphaeriaceae ,g: Cirrenalia ,s: Cirrenalia_sp"
OTU13056,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Exophiala ,s: Exophiala_sp"
OTU13057,"k: Fungi ,p: Ascomycota ,c: Saccharomycetes ,o: Saccharomycetales ,f: Debaryomycetaceae ,g: Kurtzmaniella ,s: Kurtzmaniella_sp"
OTU13054,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13060,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Helminthosphaeriaceae ,g: Spadicoides ,s: Spadicoides_bina"
OTU13058,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_nitidiuscula"
OTU13061,"k: Fungi ,p: Ascomycota ,c: Saccharomycetes ,o: Saccharomycetales ,f: Saccharomycetales_fam_Incertae_sedis ,g: Candida ,s: Candida_sp"
OTU13064,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS11 ,f: unidentified ,g: unidentified ,s: GS11_sp"
OTU13063,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Myriangiales ,f: unidentified ,g: unidentified ,s: Myriangiales_sp"
OTU13062,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Hymenochaetales ,f: Schizoporaceae ,g: Xylodon ,s: Xylodon_sp"
OTU13065,"k: Fungi ,p: Ascomycota ,c: Saccharomycetes ,o: Saccharomycetales ,f: Debaryomycetaceae ,g: Kurtzmaniella ,s: Kurtzmaniella_sp"
OTU13070,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU13066,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Capronia ,s: Capronia_pilosella"
OTU13068,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hymenogastraceae ,g: Hymenogaster ,s: Hymenogaster_sp"
OTU13067,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13072,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13073,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Dominikia ,s: Dominikia_sp"
OTU13069,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Strophariaceae ,g: Tubaria ,s: Tubaria_sp"
OTU13071,"k: Fungi ,p: Ascomycota ,c: Saccharomycetes ,o: Saccharomycetales ,f: Debaryomycetaceae ,g: Kurtzmaniella ,s: Kurtzmaniella_sp"
OTU13074,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Dominikia ,s: Dominikia_sp"
OTU13075,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_friabilis"
OTU13076,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Tremellales_fam_Incertae_sedis ,g: Kwoniella ,s: Kwoniella_sp"
OTU13079,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU13080,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13078,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Hymenochaetales ,f: unidentified ,g: unidentified ,s: Hymenochaetales_sp"
OTU13081,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Glomus ,s: Glomus_sp"
OTU13083,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hygrophoraceae ,g: Hygrocybe ,s: Hygrocybe_sp"
OTU13082,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Auriculariales ,f: unidentified ,g: unidentified ,s: Auriculariales_sp"
OTU13084,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hygrophoraceae ,g: Hygrocybe ,s: Hygrocybe_sp"
OTU13077,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13085,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13087,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: Mycosphaerellaceae ,g: Ramularia ,s: Ramularia_sp"
OTU13092,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU13086,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Helotiaceae ,g: unidentified ,s: Helotiaceae_sp"
OTU13088,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Hyaloscyphaceae ,g: Hyaloscypha ,s: Hyaloscypha_sp"
OTU13089,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13090,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Hyaloscyphaceae ,g: Hyaloscypha ,s: Hyaloscypha_bicolor"
OTU13091,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Hyaloscyphaceae ,g: Hyaloscypha ,s: Hyaloscypha_sp"
OTU13093,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_pulchella"
OTU13094,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU13096,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU13095,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Hyaloscyphaceae ,g: Lachnum ,s: Lachnum_virgineum"
OTU13098,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13097,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Helotiales_fam_Incertae_sedis ,g: unidentified ,s: Helotiales_fam_Incertae_sedis_sp"
OTU13099,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13100,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13102,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: unidentified ,s: Mortierellaceae_sp"
OTU13101,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13106,
OTU13103,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Vibrisseaceae ,g: unidentified ,s: Vibrisseaceae_sp"
OTU13108,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13104,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Vibrisseaceae ,g: Phialocephala ,s: Phialocephala_sp"
OTU13105,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13107,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13113,
OTU13109,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13111,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: Mycosphaerellaceae ,g: Mycosphaerella ,s: Mycosphaerella_buna"
OTU13110,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Leotiaceae ,g: Pezoloma ,s: Pezoloma_ericae"
OTU13118,"k: Fungi ,p: Glomeromycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Glomeromycotina"
OTU13119,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS11 ,f: unidentified ,g: unidentified ,s: GS11_sp"
OTU13120,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Microascales ,f: Halosphaeriaceae ,g: Cirrenalia ,s: Cirrenalia_sp"
OTU13112,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU13114,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: Mycosphaerellaceae ,g: Sphaerulina ,s: Sphaerulina_sp"
OTU13122,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: unidentified ,s: Glomeraceae_sp"
OTU13121,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Microascales ,f: Halosphaeriaceae ,g: Cirrenalia ,s: Cirrenalia_sp"
OTU13115,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: Mycosphaerellaceae ,g: Sphaerulina ,s: Sphaerulina_sp"
OTU13116,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Hyaloscyphaceae ,g: unidentified ,s: Hyaloscyphaceae_sp"
OTU13124,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU13117,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Hyaloscyphaceae ,g: Hyaloscypha ,s: Hyaloscypha_finlandica"
OTU13125,
OTU13126,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: unidentified ,s: Glomeraceae_sp"
OTU13123,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13130,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Atheliales ,f: Tylosporaceae ,g: Amphinema ,s: Amphinema_sp"
OTU13131,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Psathyrellaceae ,g: Coprinopsis ,s: Coprinopsis_udicola"
OTU13129,
OTU13127,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Paecilomyces ,s: Paecilomyces_sp"
OTU13134,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: unidentified ,s: Glomeraceae_sp"
OTU13128,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Annulatascales ,f: Annulatascaceae ,g: Annulusmagnus ,s: Annulusmagnus_triseptatus"
OTU13132,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_fuscicothurnata"
OTU13133,"k: Fungi ,p: Ascomycota ,c: Saccharomycetes ,o: Saccharomycetales ,f: Debaryomycetaceae ,g: Yamadazyma ,s: Yamadazyma_mexicana"
OTU13137,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Dominikia ,s: Dominikia_sp"
OTU13138,"k: Fungi ,p: Chytridiomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Chytridiomycota_sp"
OTU13135,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13136,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU13139,"k: Fungi ,p: Mucoromycota ,c: Endogonomycetes ,o: GS21 ,f: unidentified ,g: unidentified ,s: GS21_sp"
OTU13141,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Exophiala ,s: Exophiala_sp"
OTU13144,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Glomus ,s: Glomus_sp"
OTU13143,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU13146,
OTU13140,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Capronia ,s: Capronia_sp"
OTU13145,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hygrophoraceae ,g: Hygrocybe ,s: Hygrocybe_miniata"
OTU13142,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Flammulaster ,s: Flammulaster_sp"
OTU13148,"k: Fungi ,p: Mucoromycota ,c: Mucoromycetes ,o: Mucorales ,f: Mucoraceae ,g: Mucor ,s: Mucor_irregularis"
OTU13152,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: Archaeosporaceae ,g: unidentified ,s: Archaeosporaceae_sp"
OTU13153,"k: Fungi ,p: Basidiomycota ,c: Agaricostilbomycetes ,o: Agaricostilbales ,f: unidentified ,g: unidentified ,s: Agaricostilbales_sp"
OTU13147,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13151,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU13154,"k: Fungi ,p: Ascomycota ,c: Orbiliomycetes ,o: Orbiliales ,f: Orbiliaceae ,g: Arthrobotrys ,s: Arthrobotrys_oligospora"
OTU13149,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Polyporales ,f: Phanerochaetaceae ,g: Bjerkandera ,s: Bjerkandera_adusta"
OTU13155,
OTU13150,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Metapochonia ,s: Metapochonia_bulbillosa"
OTU13156,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS11 ,f: unidentified ,g: unidentified ,s: GS11_sp"
OTU13161,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Helminthosphaeriaceae ,g: Spadicoides ,s: Spadicoides_sp"
OTU13158,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Ophiostomatales ,f: Ophiostomataceae ,g: Ophiostoma ,s: Ophiostoma_sp"
OTU13160,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Capronia ,s: Capronia_sp"
OTU13159,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Exophiala ,s: Exophiala_sp"
OTU13163,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Microascales ,f: Microascales_fam_Incertae_sedis ,g: Wardomyces ,s: Wardomyces_inflatus"
OTU13164,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS11 ,f: unidentified ,g: unidentified ,s: GS11_sp"
OTU13162,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU13157,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13166,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pezizaceae ,g: Peziza ,s: Peziza_sp"
OTU13168,"k: Fungi ,p: Basidiomycota ,c: Microbotryomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Microbotryomycetes_sp"
OTU13172,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: unidentified ,g: unidentified ,s: Archaeosporales_sp"
OTU13170,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13165,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_lilacinus"
OTU13171,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13169,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13167,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU13173,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: Archaeosporaceae ,g: unidentified ,s: Archaeosporaceae_sp"
OTU13174,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Glomeromycetes_sp"
OTU13175,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Glomeromycetes_sp"
OTU13176,
OTU13177,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Tremellaceae ,g: unidentified ,s: Tremellaceae_sp"
OTU13178,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS11 ,f: unidentified ,g: unidentified ,s: GS11_sp"
OTU13181,"k: Fungi ,p: Glomeromycota ,c: Glomeromycetes ,o: Glomerales ,f: Glomeraceae ,g: Dominikia ,s: Dominikia_sp"
OTU13179,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13185,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU13186,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU13184,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Trichoglossum ,s: Trichoglossum_walteri"
OTU13180,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13182,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Pochonia ,s: Pochonia_sp"
OTU13187,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Tremellaceae ,g: Tremella ,s: Tremella_indecorata"
OTU13188,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: unidentified ,g: unidentified ,s: Archaeosporales_sp"
