"OTU_ID","kingdom","phylum","class","order","family","genus"
"OTU11602"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU11604"," Fungi "," Ascomycota "," Eurotiomycetes "," Eurotiales "," Elaphomycetaceae "," Elaphomyces "
"OTU11607"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11603"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Veronaea "
"OTU11606"," Fungi "," Basidiomycota "," Agaricomycetes "," Hymenochaetales "," Schizoporaceae "," Xylodon "
"OTU11608","",NA,NA,NA,NA,NA
"OTU11610"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11611"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU11612"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11613"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11615"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11609"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," Clavulinopsis "
"OTU11614"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU11617"," Fungi "," Mucoromycota "," Endogonomycetes "," GS21 "," unidentified "," unidentified "
"OTU11618"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11616"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," Pilodermataceae "," Piloderma "
"OTU11621"," Fungi "," Chytridiomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11620"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Nolanea "
"OTU11619"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," Clavulinopsis "
"OTU11623"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Bolbitiaceae "," Agrocybe "
"OTU11624"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Tuberaceae "," Tuber "
"OTU11622"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," Ganoderma "
"OTU11627"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11625"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11629"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU11628"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Tuberaceae "," Tuber "
"OTU11626"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Clitopilus "
"OTU11630"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11631"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," Archaeosporaceae "," unidentified "
"OTU11632"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU11634"," Fungi "," Basidiomycota "," Tremellomycetes "," Tremellales "," Tremellales_fam_Incertae_sedis "," Kwoniella "
"OTU11636","",NA,NA,NA,NA,NA
"OTU11633"," Fungi "," Ascomycota "," Dothideomycetes "," Tubeufiales "," Wiesneriomycetaceae "," Wiesneriomyces "
"OTU11635"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Exophiala "
"OTU11639"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU11637"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," Sebacinaceae "," Sebacina "
"OTU11638"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Tuberaceae "," Tuber "
"OTU11642"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11641"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11644"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Pezizaceae "," unidentified "
"OTU11647"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," Rhizophagus "
"OTU11645"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," unidentified "," unidentified "
"OTU11646"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Pezizaceae "," Pachyphlodes "
"OTU11643"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," unidentified "
"OTU11648"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU11640"," Fungi "," Ascomycota "," Sordariomycetes "," Hypocreales "," Clavicipitaceae "," Metacordyceps "
"OTU11649"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU11652","",NA,NA,NA,NA,NA
"OTU11650"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," unidentified "
"OTU11651"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," Glomus "
"OTU11653"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11654","",NA,NA,NA,NA,NA
"OTU11656"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Hygrocybe "
"OTU11655"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," unidentified "," unidentified "
"OTU11657"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11658"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," Sclerodermataceae "," Scleroderma "
"OTU11661"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Megacollybia "
"OTU11660"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU11659"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Hygrophorus "
"OTU11663"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11664"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11662"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU11665"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU11666"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU11667","",NA,NA,NA,NA,NA
"OTU11670"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11668"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU11669"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," unidentified "," unidentified "
"OTU11671"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," unidentified "
"OTU11675"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," unidentified "," unidentified "
"OTU11673"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU11672"," Fungi "," Ascomycota "," Sordariomycetes "," Sordariales "," Lasiosphaeriaceae "," Fimetariella "
"OTU11677"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11674"," Fungi "," Ascomycota "," Dothideomycetes "," Pleosporales "," unidentified "," unidentified "
"OTU11676"," Fungi "," Ascomycota "," Leotiomycetes "," unidentified "," unidentified "," unidentified "
"OTU11678"," Fungi "," Ascomycota "," Dothideomycetes "," Pleosporales "," Pleosporales_fam_Incertae_sedis "," Cryptocoryneum "
"OTU11680"," Fungi "," Ascomycota "," Dothideomycetes "," Venturiales "," Sympoventuriaceae "," unidentified "
"OTU11679"," Fungi "," Ascomycota "," Sordariomycetes "," Sordariales "," Lasiosphaeriaceae "," Fimetariella "
"OTU11688","",NA,NA,NA,NA,NA
"OTU11683"," Fungi "," Ascomycota "," Lecanoromycetes "," Ostropales "," Stictidaceae "," unidentified "
"OTU11684"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU11682"," Fungi "," Ascomycota "," Dothideomycetes "," unidentified "," unidentified "," unidentified "
"OTU11686"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Podila "
"OTU11681"," Fungi "," Ascomycota "," Dothideomycetes "," unidentified "," unidentified "," unidentified "
"OTU11687"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Podila "
"OTU11690"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11692"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11685"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hydnangiaceae "," Laccaria "
"OTU11689"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Clitopilus "
"OTU11693"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Tuberaceae "," Tuber "
"OTU11695","",NA,NA,NA,NA,NA
"OTU11691"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," unidentified "
"OTU11694"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Minimelanolocus "
"OTU11696"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," GS23 "," unidentified "," unidentified "
"OTU11697"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Pyronemataceae "," unidentified "
"OTU11698"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU11700"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11701"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," unidentified "," unidentified "
"OTU11699"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Protoglossum "
"OTU11702"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11704"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11706"," Fungi "," Zoopagomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11705"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11703"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hymenogastraceae "," Hymenogaster "
"OTU11707"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Tuberaceae "," Tuber "
"OTU11710","",NA,NA,NA,NA,NA
"OTU11709"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11711","",NA,NA,NA,NA,NA
"OTU11713"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11708"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," Ganoderma "
"OTU11712"," Fungi "," Basidiomycota "," Agaricomycetes "," Auriculariales "," Auriculariales_fam_Incertae_sedis "," Oliveonia "
"OTU11715"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Tuberaceae "," Tuber "
"OTU11714"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Meruliaceae "," Phlebia "
"OTU11717"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," unidentified "," unidentified "
"OTU11720","",NA,NA,NA,NA,NA
"OTU11721"," Fungi "," Olpidiomycota "," GS17 "," unidentified "," unidentified "," unidentified "
"OTU11716"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," unidentified "
"OTU11718"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU11719"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Meruliaceae "," Mycoacia "
"OTU11722"," Fungi "," Basidiomycota "," Agaricomycetes "," Hymenochaetales "," Schizoporaceae "," Hyphodontia "
"OTU11723"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11724"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU11725"," Fungi "," Basidiomycota "," Agaricomycetes "," Corticiales "," Corticiaceae "," Corticium "
"OTU11727"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11728"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS08 "," unidentified "," unidentified "
"OTU11726"," Fungi "," Ascomycota "," Saccharomycetes "," Saccharomycetales "," Debaryomycetaceae "," Schwanniomyces "
"OTU11729"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11731","",NA,NA,NA,NA,NA
"OTU11730"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," Atheliaceae "," unidentified "
"OTU11733"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," Sebacinaceae "," unidentified "
"OTU11734"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," Sebacinaceae "," unidentified "
"OTU11732"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Cortinarius "
"OTU11735"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," Atheliaceae "," unidentified "
"OTU11736"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," Tylosporaceae "," Tylospora "
"OTU11737"," Fungi "," Basidiomycota "," Agaricomycetes "," Hymenochaetales "," unidentified "," unidentified "
"OTU11739"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," Archaeosporaceae "," Archaeospora "
"OTU11738"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Clitopilus "
"OTU11741"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11744"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11740"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hymenogastraceae "," Hymenogaster "
"OTU11742"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Crepidotaceae "," Simocybe "
"OTU11745"," Fungi "," Basidiomycota "," Agaricomycetes "," Hymenochaetales "," unidentified "," unidentified "
"OTU11743"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Meripilaceae "," Physisporinus "
"OTU11747"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11746"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Delicatula "
"OTU11749"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," Pilodermataceae "," Piloderma "
"OTU11754"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU11748"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Cortinarius "
"OTU11751"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Cortinarius "
"OTU11755"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11752"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Cortinarius "
"OTU11753"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Lyophyllaceae "," Termitomyces "
"OTU11750"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Cortinarius "
"OTU11756"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11758"," Fungi "," Basidiomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11757"," Fungi "," Basidiomycota "," Agaricomycetes "," Hymenochaetales "," Hymenochaetaceae "," Hymenochaete "
"OTU11760"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11762"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU11763"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS08 "," unidentified "," unidentified "
"OTU11761"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Peniophoraceae "," Peniophora "
"OTU11759"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," unidentified "
"OTU11764"," Fungi "," Ascomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11766"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11765"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11770"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," Rhizoglomus "
"OTU11767"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU11772"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," Rhizoglomus "
"OTU11773"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11771"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Exophiala "
"OTU11768"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," Ganoderma "
"OTU11774"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," unidentified "," unidentified "
"OTU11769"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," Ganoderma "
"OTU11776"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," Archaeosporaceae "," Archaeospora "
"OTU11775"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Hyphodermataceae "," Hyphoderma "
"OTU11777"," Fungi "," Basidiomycota "," Agaricomycetes "," Gomphales "," Gautieriaceae "," Gautieria "
"OTU11781"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11782"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," unidentified "
"OTU11779"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," Ganoderma "
"OTU11780"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Meruliaceae "," Mycoacia "
"OTU11778"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," unidentified "
"OTU11784"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11786"," Fungi "," Basidiomycota "," Agaricomycetes "," Auriculariales "," Auriculariales_fam_Incertae_sedis "," Oliveonia "
"OTU11783"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11785"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU11788"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11787"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inosperma "
"OTU11789"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11790"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU11791"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," Sebacinaceae "," unidentified "
"OTU11792"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11794"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Diversisporaceae "," Diversispora "
"OTU11793"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11796"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," Sebacinaceae "," Efibulobasidium "
"OTU11798"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Pluteaceae "," Pluteus "
"OTU11795"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Veronaea "
"OTU11799"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU11800"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Hygrophorus "
"OTU11801"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Pyronemataceae "," unidentified "
"OTU11797"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU11802"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11804"," Fungi "," Basidiomycota "," Agaricomycetes "," Auriculariales "," Exidiaceae "," Basidiodendron "
"OTU11803"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11809","",NA,NA,NA,NA,NA
"OTU11807","",NA,NA,NA,NA,NA
"OTU11806"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," Archaeosporaceae "," Archaeospora "
"OTU11808"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," Sebacinaceae "," Efibulobasidium "
"OTU11805"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU11810"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11813","",NA,NA,NA,NA,NA
"OTU11811"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Hygrocybe "
"OTU11814"," Fungi "," Basidiomycota "," Tremellomycetes "," Tremellales "," Tremellaceae "," Tremella "
"OTU11812"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Clitopilus "
"OTU11817"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11815"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hymenogastraceae "," Hymenogaster "
"OTU11816"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Clitopilus "
"OTU11818"," Fungi "," Ascomycota "," Saccharomycetes "," Saccharomycetales "," unidentified "," unidentified "
"OTU11821"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11820"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU11823"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11822"," Fungi "," Basidiomycota "," Agaricomycetes "," Trechisporales "," unidentified "," unidentified "
"OTU11824"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11819"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Grifolaceae "," Grifola "
"OTU11826"," Fungi "," Basidiomycota "," Agaricomycetes "," Trechisporales "," unidentified "," unidentified "
"OTU11825"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Pleurotaceae "," Hohenbuehelia "
"OTU11827"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11828"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU11829"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11830"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11831"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU11834"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Lactarius "
"OTU11832"," Fungi "," Ascomycota "," GS35 "," GS35 "," unidentified "," unidentified "
"OTU11833"," Fungi "," Ascomycota "," Dothideomycetes "," Mytilinidales "," Gloniaceae "," Cenococcum "
"OTU11836"," Fungi "," Ascomycota "," Dothideomycetes "," Pleosporales "," unidentified "," unidentified "
"OTU11835"," Fungi "," Ascomycota "," Dothideomycetes "," Capnodiales "," Teratosphaeriaceae "," Capnobotryella "
"OTU11838"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU11839"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11837"," Fungi "," Ascomycota "," Leotiomycetes "," Helotiales "," Helotiaceae "," Pseudohelotium "
"OTU11846"," Fungi "," Kickxellomycota "," Kickxellomycetes "," Kickxellales "," Kickxellaceae "," Ramicandelaber "
"OTU11841"," Fungi "," Ascomycota "," Sordariomycetes "," Sordariales "," Sordariaceae "," Gelasinospora "
"OTU11840"," Fungi "," Ascomycota "," Leotiomycetes "," Helotiales "," Hyaloscyphaceae "," Venturiocistella "
"OTU11847","",NA,NA,NA,NA,NA
"OTU11843"," Fungi "," Ascomycota "," Leotiomycetes "," unidentified "," unidentified "," unidentified "
"OTU11842"," Fungi "," Ascomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11845"," Fungi "," Ascomycota "," Dothideomycetes "," Pleosporales "," Melanommataceae "," Pleotrichocladium "
"OTU11848"," Fungi "," Basidiomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11844"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11850"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11851"," Fungi "," Basidiomycota "," Agaricomycetes "," Gomphales "," Lentariaceae "," Hydnocristella "
"OTU11849"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Veronaea "
"OTU11852"," Fungi "," Ascomycota "," Sordariomycetes "," Hypocreales "," Clavicipitaceae "," Metarhizium "
"OTU11857"," Fungi "," Glomeromycota "," Archaeosporomycetes "," Archaeosporales "," Archaeosporaceae "," Archaeospora "
"OTU11855"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," Dominikia "
"OTU11854"," Fungi "," Basidiomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11853"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Protoglossum "
"OTU11858"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11859"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU11860"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11856"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Ganodermataceae "," Perenniporia "
"OTU11864"," Fungi "," Zoopagomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU11865"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
